"Device","Function Group","Function Name","Zone","ID1 Code","ID2 Code","Comment","Export Comment – starting this with # will comment out the code as well"
"RECEIVER","NUMBER","ENT","MAIN","7F01-5C","7F01-5CA2",,
"RECEIVER","NUMBER","ENT","ZONE2","7F01-7C","7F01-7C82",,
"RECEIVER","NUMBER","ENT","ZONE3","7F01-9C","7F01-9C62","2067 3067",
"RECEIVER","OPERATION","FM","MAIN","7F01-5827","7F01-5826",,
"RECEIVER","OPERATION","FM","ZONE2","7F01-5926","7F01-5927",,
"RECEIVER","OPERATION","FM","ZONE3","7F01-5A25","7F01-5A24","2067 3067",
"RECEIVER","OPERATION","AM","MAIN","7F01-552A","7F01-552B",,
"RECEIVER","OPERATION","AM","ZONE2","7F01-5629","7F01-5628",,
"RECEIVER","OPERATION","AM","ZONE3","7F01-5728","7F01-5729","2067 3067",
"RECEIVER","OPERATION","PAUSE","MAIN","7F01-67","7F01-6799",,
"RECEIVER","OPERATION","PAUSE","ZONE2","7F01-87","7F01-8779",,
"RECEIVER","OPERATION","PAUSE","ZONE3","7F01-A7","7F01-A759","2067 3067",
"RECEIVER","OPERATION","PLAY","MAIN","7F01-68","7F01-6896",,
"RECEIVER","OPERATION","PLAY","ZONE2","7F01-88","7F01-8876",,
"RECEIVER","OPERATION","PLAY","ZONE3","7F01-A8","7F01-A856","2067 3067",
"RECEIVER","OPERATION","REC","MAIN","7F01-66","7F01-6698",,
"RECEIVER","OPERATION","REC","ZONE2","7F01-86","7F01-8678",,
"RECEIVER","OPERATION","REC","ZONE3","7F01-A6","7F01-A658","2067 3067",
"RECEIVER","OPERATION","STOP","MAIN","7F01-69","7F01-6997",,
"RECEIVER","OPERATION","STOP","ZONE2","7F01-89","7F01-8977",,
"RECEIVER","OPERATION","STOP","ZONE3","7F01-A9","7F01-A957","2067 3067",
"RECEIVER","OPERATION","REW","MAIN","7F01-6A","7F01-6A94",,
"RECEIVER","OPERATION","REW","ZONE2","7F01-8A","7F01-8A74",,
"RECEIVER","OPERATION","REW","ZONE3","7F01-AA","7F01-AA54","2067 3067",
"RECEIVER","OPERATION","FF","MAIN","7F01-6B","7F01-6B95",,
"RECEIVER","OPERATION","FF","ZONE2","7F01-8B","7F01-8B75",,
"RECEIVER","OPERATION","FF","ZONE3","7F01-AB","7F01-AB55","2067 3067",
"RECEIVER","OPERATION","SKIP-","MAIN","7F01-6C","7F01-6C92",,
"RECEIVER","OPERATION","SKIP-","ZONE2","7F01-8C","7F01-8C72",,
"RECEIVER","OPERATION","SKIP-","ZONE3","7F01-AC","7F01-AC52","2067 3067",
"RECEIVER","OPERATION","SKIP+","MAIN","7F01-6D","7F01-6D93",,
"RECEIVER","OPERATION","SKIP+","ZONE2","7F01-8D","7F01-8D73",,
"RECEIVER","OPERATION","SKIP+","ZONE3","7F01-AD","7F01-AD53","2067 3067",
"RECEIVER","OPERATION","PRESET-","MAIN","7F01-5E21","7F01-5E20",,
"RECEIVER","OPERATION","PRESET-","ZONE2","7F01-5F20","7F01-5F21",,
"RECEIVER","OPERATION","PRESET-","ZONE3","7F01-601F","7F01-601E","2067 3067",
"RECEIVER","OPERATION","PRESET+","MAIN","7F01-5B24","7F01-5B25",,
"RECEIVER","OPERATION","PRESET+","ZONE2","7F01-5C23","7F01-5C22",,
"RECEIVER","OPERATION","PRESET+","ZONE3","7F01-5D22","7F01-5D23","2067 3067",
"RECEIVER","OPERATION","TUNING-","MAIN","7F01-641B","7F01-641A",,
"RECEIVER","OPERATION","TUNING-","ZONE2","7F01-651A","7F01-651B",,
"RECEIVER","OPERATION","TUNING-","ZONE3","7F01-6619","7F01-6618","2067 3067",
"RECEIVER","OPERATION","TUNING+","MAIN","7F01-611E","7F01-611F",,
"RECEIVER","OPERATION","TUNING+","ZONE2","7F01-621D","7F01-621C",,
"RECEIVER","OPERATION","TUNING+","ZONE3","7F01-631C","7F01-631D","2067 3067",
,,,,,,,
"RECEIVER","TEST","SELF_TEST1","-","7A-DF",,,"#This code is disabled because it's possibly dangerous"
"RECEIVER","TEST","SELF_TEST2","-","7A-DF21",,,"#This code is disabled because it's possibly dangerous"
,,,,,,,
"RECEIVER","NUMBER","+10","MAIN","7F01-5B",,,
"RECEIVER","NUMBER","+10","ZONE2","7F01-7B",,,
